"id","name","phone","latitude","longitude"
c1f97303-3dc2-409a-8f5e-a10de69f7aa2,Rasputin,"",52.6474842,0.6875988
c46520b1-0fde-4f74-8de0-1ee43e3f151a,Phoenix Inn,"",53.3351517,-1.398951
"9897c443-2ddf-4323-9319-bc7e784c1382",McDonald's Restaurants,"",51.5127682,-0.1873876
"3d94e124-c29b-4621-ba92-68472151105c",The Food Pantry,"",51.5659773,0.0720447
eab2cba8-7c7a-439a-b359-0ce1396d0bc0,Piccolinos,"",52.2828472,-1.5834256
"17df93df-0c5b-4810-9c24-e673380ddaf5",Hunters Lodge Inn,"",50.7622413,-2.9683702
"758343db-a368-4558-acc6-50043f3e66ea",Aroma Lounge,"",51.5793536,-0.3996719
"3e146efb-4eb2-4a42-9d57-d5d36993cb60",San Marco,"",51.5942013,-0.0701469
"8bb2c94b-8e73-4762-a23b-bf65688e9097",Pizza Top And Kebab House,"",51.5324905,0.7247818
"54e0dbcf-4dd2-4f61-93b6-9c39ebc9db13",Bread Source,"",52.6375855,1.2827776
"174ef0f4-8409-4211-866e-5c46b0acfe4d",The Wheatlands Farm,"",54.5949812,-1.0503199
e141b23c-9d20-4084-9c05-923b2d39807e,Wagamama,"",51.2722703,0.1928955
"69b86686-ea01-4bcd-84f3-8851d02f0f9f",Rominos Pizza Kebab and Fish,"",52.6694104,1.2550682
fba6e1f5-064b-4c96-920e-5e263eecdae8,Arabica Coffee House,"",51.3887127,0.0732492
baab8d58-9057-4657-b798-55891aa094b0,PiPs Cafe,"",50.7145342,-2.4584497
"0d531a69-8c55-4729-b7c3-dd4d28f48c3f",Bath Youth Hostel,"",51.379819,-2.340456
"6bfcbb73-838f-4a2a-913b-3743ea2cc98b",Mr Pretzels,"",53.4138509,-1.411985
f4645993-c5b6-45b0-988b-77c23f5f1b18,Halo Burger LTD,"",51.5260806,-0.0845581
"943ead48-7071-4342-87ff-d700ed7f0ffe",Taco Bell,"",52.6357739,-1.1324615
"1b5ea9af-4d02-43cd-96f8-99f7f44b7dff",Favorite Chicken,"",51.4191961,-0.1616902
"76cfb7c0-aada-4e56-97da-9bfe33ab9cf0",Wenzels,"",51.6835658,-0.3169135
"9804b27e-7bae-4063-9484-0acf5ac60a91",Millies Cookies,"",51.4952915,-0.1436178
"7d6b22dc-4951-4c82-a1f6-4c8fc72b2c3e",McDonalds,"",53.7943156,-1.7545489
"8bdce31a-97ef-4f54-af8e-c2b3a156126b",Dough Dough,"",53.1929189,-2.8925812
df4d0188-24ff-4aac-92b5-9eee68eea7ff,Costa Coffee,"",51.6691601,-1.280355
"8231ff76-696c-4940-8ef8-b057f63cf09b",The Drawbridge,"",51.453248,-2.598153
c9ba73a1-f2b9-45e9-9ccb-d78936e14186,The Bowl Inn,"",51.5545971,-2.5725327
b32b1f32-c501-48eb-b354-c4c09c50c627,Asha Indian Restaurant Ltd,"",53.3673409,-0.0003795
"294b5d14-8bb7-4db2-86db-c1fd04782902",Crepe Affaire Luton,"",51.8800411,-0.3754235
"568ac676-f0af-4dae-891c-4b6dfd1ae733",Domino's Pizza,"",53.473459,-2.1775851
"78cf8540-2b93-4df6-bf32-d474bccd7be4",Scholars Arms,"",50.9085637,-1.404471
"29f94187-3380-4486-917b-16b9c5ac49f8",Ezo Japanese,"",51.508443,-0.2667316
"50add89f-51f4-4049-8ae1-0d230c56987a",Casa Tua,"",51.527661,-0.123566
"666e67a3-d4a9-4ecb-8c33-974c8ddc6644",Black Sheep Coffee,"",51.5030932,-0.0185881
"4c3a63b7-76fc-4882-8ec3-a7e27ea204ca",Yakinori Noodle & Bento,"",52.4782645,-1.8992298
"2d70071d-48c8-46c3-bf59-6aaaa2285cc6",Pizza Hut,"",51.8186544,-0.8136197
"3ae6f26a-50cb-4858-9751-04c8f15f42d1",O'Neills,"",51.4090933,-0.305501
da47894f-d6b8-4f18-83cb-3a8adbbbaba4,David Lloyd Leisure,"",51.422602,0.11576
f9bde0b3-ea05-4aea-a1b4-6159f357f541,Marine Hotel,"",54.6607262,-1.1876626
"4d8fb7ee-513d-4a25-b062-1e3bd1cdb984",Toby Carvery,"",54.8956727,-2.8971525
ffa8cb83-0dec-4a1e-ba34-52a47109f62a,KFC,"",51.6173528,-0.0185009
ea9d7dcb-b98c-45e1-b87b-479e6db17065,The Barn Owl,"",51.820813,-2.268754
"95a3b0cd-3e0f-400f-a6eb-dc145c1cb808",Costa,"",51.6477276,-0.0478922
"5d45d545-24ff-462a-9d6a-63904d6c5f0c",Lotus Restaurant,"",53.4980353,-1.1817238
"3e54ca6a-d70f-4983-8da3-22f876e8151d",The Black Boy Inn,"",52.3734911,-2.322899
c665716a-95bd-4406-96c2-613270aac930,Subway,"",51.7473624,-0.4559597
"0d2793ab-d339-41c2-b6b3-9d70c3f660d8",Costa (Bearwood),"",52.4746673,-1.9691317
a6b5f2ca-3a47-4be1-a838-fce4e7e53e52,Burger King,"",51.7627771,-0.2386092
"42981f7b-9035-4984-9144-5fc962e88a5d",Domino's Pizza,+44 1206 868989,51.8792223,0.932148
"2ba12757-8166-4cb7-ac5e-1a0abde4be3a",Fireball Pizza Co,+44 20 8466 8137,51.3931023,0.0344389
"7c70087d-0a9c-445f-8d4a-77c4fea385d0",Prezzo,+44 1536 485415,52.39708,-0.7274053
"4ba5530c-6e37-4460-9739-a7f3fee69a03",Mister M's Traditional Fish & Chips,+44 24 7650 2026,52.3905181,-1.5049614
"75c0ceb8-5ef7-44c3-b122-dda2aedd6cae",Greggs Plc,+44 1727 866026,51.7529929,-0.3374874
"193bc094-2a9c-4acc-84dc-b89d4785024a",Harry Ramsdens,"",53.6315292,-2.6912613
eaea8808-7a47-450f-85b5-bb11c0169c5d,Patisserie Mark Bennett,+44 1202 007695,50.7354716,-1.7784394
"0750ca88-7c73-437a-ad77-5738c9cec73a",Tops Pizza,+44 1227 781000,51.2862173,1.0904302
"0e5cff1d-f315-4ba7-b909-50ac9dd2d97b",Auntie Annes,+44 1242 224800,51.8995934,-2.0747392
f40e291b-3d5c-47ee-bc06-1bc031967a4a,Boston Tea Party,+44 1225 308133,51.3858643,-2.3620778
"70bc5c84-a01d-4e88-8c68-63c886acfd7d",Shishlique,+44 20 7126 7070,51.4861017,-0.0946227
cfe944f8-195b-41ec-9d3d-04c038a2f626,Chopsticks,"",,
"263237d7-0088-4ea1-b3bd-a3261d7f13b1",Bexleyheath Brewers Fayre,"",,
f88664ea-1d33-4d84-a2f9-2c35551e10c5,Nando's,"",,
"6bc8a546-f2d2-40ee-9d77-7fc8455ede98",BOCA,"",,
faf8813f-cd7c-4be7-9414-d0eadc997d36,Mr Pretzel,"",,
"72ef34cd-3a8c-4ee2-926c-294b852773ab",Subway,"",,
"4f844d93-8327-4497-b867-54190e32e963",Ludo Lounge Cafe/Bar,"",,
"01213702-01fb-4935-a89b-7c73a2c77f62",Chinatown Express,"",,
"10db9817-698a-46e3-bbf1-d7a49137c173",CHINA RED RESTAURANT,"",,
a006c4e2-ba23-4fae-a449-a2700c9945dc,Caffe Nero,+44 20 8742 0297,51.4928084,-0.2558697
"4264a581-b8b0-4e56-9f63-8d956ed4f5df",Subway,+44 20 8661 9231,51.3651937,-0.1940767
"1fa7e92c-272a-4094-805e-4e2a62fede29",McDonald's,+44 1482 300452,53.7278663,-0.3718407
"06afd0bf-374f-4dea-8db3-7bcbc9702451",Le Pain Quotidien,+44 20 3657 6932,51.514556,-0.1669238
"896a001b-215a-4d78-8637-3881d7d6def8",Giggling Squid,+44 116 251 9999,52.6347052,-1.1350254
b542a1c6-f22f-45e6-9057-173dca519a13,Moose Coffee Shop,+44 161 228 7994,53.4804878,-2.2408111
"5f0417e6-a6ff-4cad-863e-d019f53afee7",Subway At Spar,+44 1733 234156,52.5477711,-0.2774136
"755afcc7-fae0-40a7-bfd9-e9de6c1b1822","Costa Coffee At Moto Services Reading, Westbound","",51.4236035,-1.0370298
ee2dfd4d-f8b0-41b8-8adf-bab1434e2db5,Subway,+44 1223 981375,52.2059579,0.1331007
"259f44f9-6bcf-4ed4-9127-a66f9b0091fa",Millies Cookies,+44 1223 366105,52.2065891,0.1328455
"190eec21-6abd-4e42-8b3b-3646d4ec31a9",Subway,+44 121 454 3615,52.4734565,-1.9224004
"17cfb649-225e-44d8-8144-671814e286ad",The Beagle,+44 114 453 8758,53.4326724,-1.484392
a3b9d83d-3713-48d5-97cc-5e4714dfd990,Papa John's,+44 20 8447 1722,51.6522983,-0.1980971
"24dfc82a-8f08-47e5-920e-829f9ec09d01",Caravelli Restaurant Ltd,+44 1509 211228,52.773998,-1.20297
"1ae53d64-ea7a-4086-bee0-dced3306dc94",Greyfriars,+44 1206 575913,51.890112,0.9063685
a262138d-cdb0-4e9b-b0b9-4f6375da3956,Costa Coffee,+44 1923 777712,51.6391034,-0.4716799
"97c9309d-5ad8-477f-9fd3-d5c1c28ea99e",Kaspa's Desserts,+44 20 3302 3636,51.4810992,-0.0095643
ace32a6c-cf07-43e4-b57d-99f95eea8d94,Franco Manca at The Oracle,+44 118 995 2086,51.4536625,-0.9699039
"56ac3288-4e96-465a-9d1c-6e54f2670af4",PizzaExpress/Mac & Wings,+44 20 8749 1500,51.5075662,-0.2216318
"87871114-22da-458a-93c3-330ceb6a3d47",Coopland & Son (Scarborough) Ltd,+44 1526 345190,53.1058504,-0.1741327
"4b082a69-397c-422f-b29f-26e8dbaa1f22",Tops Pizza Delivery,+44 20 7738 8055,51.4769547,-0.1465063
"5e06dd68-a973-41ab-8795-720a47b52571",Subway,"",53.5908104,-1.49609
f19332e1-a756-4d7b-8657-ba71a8b53508,Bronkos Restaurant,+44 116 222 7777,52.6289012,-1.148877
b854bcc0-1881-467f-9def-af10d6eb081a,Mandarin Chinese Restaurant & Bar,+44 1283 732305,52.866155,-1.617178
f6d13756-36f5-4a40-938e-c4998604a5f4,Starbucks,"",51.492242,-0.224571
"2675dc6d-93db-4d58-ad1b-cc7ebde1cec1",Pizza Hut,+44 1895 270077,51.5441088,-0.4742511
"2e01b882-1bc1-4777-9f04-93fc72593384",AMT Coffee,+44 20 3772 4000,51.4184949,-0.1359099
"467b645b-3ca8-4a66-b06d-af85769f293e",Costa Coffee,+44 161 652 0587,51.1433539,0.8748532
"81a9f2bd-e186-4c92-8657-c3725f9b3f4a",Black Sheep Coffee,"",51.5146067,-0.0864354
"9d7f444b-1c32-4570-8ca9-4eceace918e6",Costa Ltd,+44 1604 413419,52.2422814,-0.8400089
"1fbb955a-5e1a-48e0-8679-62dc3e457834",Byron,+44 23 8063 3011,50.902261,-1.406899
"47b165b8-afae-48f3-9027-a728cd38ec65",Burger king,"",51.4732418,-0.0706132
"49ad928a-8c0f-4cb3-bc23-183a995fc80b",Railway Inn,+44 151 632 3320,53.4013023,-3.1591098
"85912c8f-03f4-49bc-833d-a08f75b49a7d",A M F Bowling,"",52.2900948,-0.6865055
c81b1526-52f5-47b6-94ff-fd57dd765142,Costa Coffee,+44 1709 373288,53.3898999,-1.3778286
"50009ee4-9823-4472-bde0-3924b4385b38",Domino's Pizza,+44 20 8905 7577,51.6110168,-0.27942
"6d3d873c-a8f4-40a1-8a2b-d1baea50b45d",The Cosy Club,+44 1823 253476,51.0144117,-3.1050073
"72734f7e-d606-4e3c-b174-2bbe782293d4",Icestone Gelato,+44 191 273 6718,54.9748902,-1.6497682
"01914496-25f8-43a3-8869-4edb14d17348",KFC,+44 1942 217386,53.5432062,-2.6537342
f0b0bf7b-5854-4628-890e-86dbca9c632d,Caffe Cream,+44 151 652 3337,53.3952699,-3.0388356
"7dbe43ad-514c-47eb-905f-5bfa2c07f0bb",Greggs Of Gosforth,+44 191 253 4456,55.0423078,-1.4457017
"7f0eaa81-29aa-42a5-9984-b944047edf3b",El Mexicana,+44 1494 678810,51.5877355,-0.6280402
"4ff43985-ca63-464f-b2e0-bc3015ba1f97",KFC,+44 1704 539566,53.6538497,-3.0130157
f6041721-4276-4d33-ae52-17f609087805,The Raj Restaurant,+44 1536 513606,52.404034,-0.726536
"1c189d95-43b9-43d8-a218-d19e41d7be87",Poundbakery,+44 1244 311613,53.189956,-2.8913617
"319ad435-c0af-41fa-8821-6a52912c1b39",Subway,+44 1204 361194,53.5765527,-2.4292591
"862d159c-9d7c-4112-9fe8-b2668b230c85",Oriental Express,+44 161 248 8181,53.450056,-2.2078407
"86b367ed-a9d5-4630-836e-de08348985a9",Euphorium,+44 20 3637 8646,51.5365969,-0.1036622
"8da6f7f0-f877-48ba-9218-be56a130a1fb",Harriets Cafe Tearooms Ltd,+44 1223 356443,52.2066341,0.1188569
"987bb37b-2fb3-48b5-9cf8-6a0b8fda2cd5",Pizza on Demand,+44 20 8558 4885,51.563814,-0.0059821
"22b7a8c0-bc6e-497b-9d91-7a35ace35fd7",Subway,+44 1296 431333,51.8170907,-0.8129058
d8b72f14-6374-441c-b2f6-d79dc49b48d5,Greggs,+44 1304 213423,51.125304,1.3154207
"3fb653a6-94f9-43b0-8de6-7011513e6122",The Bell,+44 117 909 6612,51.462438,-2.591158
"25a1f4e2-315c-40ce-b337-0e0088af08b9",Greggs Bakers,+44 20 8314 0277,51.4463487,-0.0197385
"5a748364-8a73-43f9-9d60-24b5cc535299","900 Degrees",+44 161 330 9999,53.4888339,-2.1120762
"4e55e2dd-3493-4862-9013-32b00ea4f307",Costa Coffee,+44 1288 356554,50.8302727,-4.5449381
"12f8d356-c7c9-4526-a2da-5aaf35df0b23",Juici Sushi,+44 113 245 2345,53.7915122,-1.5476303
d6e7e920-1bdd-495e-9456-6506891b4175,KFC,+44 1473 748474,52.0843199,1.1163314
"4e2ac332-5971-4801-b661-eac18dbe3e57",Roberto`s Pizza House,+44 1782 287410,53.0245072,-2.1780533
eeb02f24-f2a4-497c-ab18-4b84d1aafa56,Black Sail Youth Hostel,+44 345 371 9680,54.5003379,-3.2448097
ab0beca4-27e1-4dd6-b385-7f2e2a0b8bbd,COCO DI MAMA,+44 20 7430 1184,51.5177839,-0.1210145
f27582f2-0809-4093-9a5a-1aa7a8f56d38,Yuzu,+44 1904 894009,53.9576237,-1.0761635
cec835b0-b92d-4fef-974d-9e45ca6b4aa1,Frankie & Benny's,+44 20 7821 7977,51.4947024,-0.1453595
"52575577-b538-4350-831c-562722151016",Costa Coffee,"",51.9411853,1.258131
"67775706-c9cb-4d96-b8ea-f7af84c0fb68",Favorite Chicken And Ribs And Pizza Mania,+44 1376 503388,51.8006608,0.6408891
eb2e9b04-2fca-4425-991e-1f52b3d36549,Egg Free Cake Box,+44 1422 352999,53.715267,-1.8814946
"6e2aac31-8221-4db7-9437-787155b180b0",Connoisseur Tandoori Restaurant,"",51.8674335,-2.238502
f1427c85-b23a-4a7d-8695-a79e9bc36fb1,Piri-fino,+44 1902 332335,52.5686264,-2.1235796
"617c8a2f-3725-4201-abdf-18f0642f1ea3",John Lewis,+44 20 7629 7711,51.5154229,-0.1452416
"4d1b7dae-aa54-4f16-a8c0-9111fa9c6ad8",Greggs,+44 1482 323211,53.7449071,-0.3416956
"3d8b9341-5aae-4213-9369-4f005ddf3b03",Zizzi,+44 1296 331857,51.8155089,-0.8105471
f9d05d5d-5ccc-4d9a-bdad-0cfb9c480c1e,And Eat It,+44 7933 295605,52.6284682,1.2925677
"7ce8b058-0901-4811-b693-1e91582e93ec",Eden,+44 23 9288 2244,50.7953338,-1.1067414
f3c8efb3-657a-4efe-8768-7e458bd37133,Wagamamas,+44 1962 896234,51.0644876,-1.3156202
"0ce57afe-9443-4242-bb67-61c741dc0fed",Y H A,+44 345 371 9120,54.3035967,-2.2038457
"95a97be3-8f51-4df3-9e87-ac5b3dec2656",Costa Coffee,"",53.7095422,-1.6768143
"512d0c7a-0483-4a57-9282-914394acd76c",Low Fuel Prices Always @ Shawbirch Service Station,+44 1952 257601,52.7177579,-2.5248934
"75f706a1-141c-4ad7-bed4-49396eb74e7a",Curry Leaf Cafe,+44 1273 526911,50.81958,-0.1281915
"42723de3-db00-4216-b6c1-e13855d80662",Kings Arms Public House,"",53.7916436,-1.6720474
"7bb31401-7bf6-4e46-b470-d5adacb9ea4b",Subway,+44 20 8001 8823,51.5909999,-0.1042964
"57fa544a-7773-4f63-b1d3-bd5e0dfe67fa",Lungi Babas,+44 7468 421129,51.2271301,-2.31081
"01ff13d6-e4f3-477d-96c5-12b5329c2bf4",Subway,+44 1494 678453,51.6103373,-0.6446796
"94056a12-92e7-46e3-97e6-40919cfa99d6",Subway,+44 1777 838092,53.2548581,-0.9249454
fc00d600-6168-418d-a540-005a5495d86a,Prezzo,+44 121 323 4334,52.5869463,-1.8290512
"71e3cd56-88bf-4f55-a7c0-02741d0a8811",Tim Hortons,"",53.4588485,-2.2271173
"1b92ce78-1571-45ba-bfd1-44280e812b30",Ego @ The Pomeroy,+44 1494 763648,51.6703326,-0.5833609
"63294aba-17cc-4f94-b89e-91aad2df90a3",Starbucks Outlet,"",51.507405,0.064757
"85b1f4e3-c8ad-4d85-bd3c-102a870d72cc",Lola Jeans,+44 191 257 7601,55.0172229,-1.4238578
"6ec75f3d-b92e-4613-a0ff-a04233d4d11d",Frankie & Benny's,+44 1782 645180,52.963628,-2.196451
"0113e1ff-c277-48fc-accf-ee11e3a51e36",Wagamama,+44 20 8446 9084,51.603799,-0.1734896
e3e56290-3af5-4ee1-bb38-949973bace12,Lantana,+44 20 7403 2633,51.5049375,-0.0942569
"284a23b3-eae6-47e5-b30d-35076845f98a",Haveli,"",54.9884277,-1.6061748
ea500190-67c7-4c23-b3ab-06966e69b08a,Welcome Break - Starbucks Drive-Thru,+44 116 238 6801,52.61895,-1.2079121
"2dbc2705-d879-4560-8749-795156be63bc",Drip,+44 161 302 4006,53.5941389,-2.2910893
"47b2c964-0b75-44ca-893a-e13a674dfed3",Costa Coffee,+44 1245 468817,51.7598827,0.4998367
b9f7f815-674b-47c9-bb90-d945cb996c4c,Domino's Pizza,+44 1323 500222,50.8069222,0.2528247
"5e0b7829-0360-4e6d-af26-605ea468cfcd",Subway,+44 1253 394509,53.8287131,-3.0302192
ecb00961-3d32-4d07-bcbb-656a19c5ddcb,Greggs,+44 161 877 0756,53.4660313,-2.3101724
"5a68b4c0-b0e2-44c9-9c36-5449cc9a093e",Bunga Bunga,+44 20 7095 0360,51.478904,-0.170207
"02bb72f2-14d7-4ddc-9c49-cb05cd6f2e78",Tomi's Kitchen,+44 20 8694 9352,51.4786109,-0.0259019
"061b8471-119c-4b25-b62c-edfa442b929d",Greggs Drive Thru,"",55.0399504,-1.5954591
"231e78c8-e598-4abf-9eda-c6113ccf65c5",Costa Coffee,+44 1206 574481,51.8848241,0.8345488
"08742c90-132e-469c-8cd4-ba50868fa575",Subway,+44 1902 672926,52.5418414,-2.1222842
"0b19a934-8632-4f70-8e2a-4a1c73780771",Bold Arms,+44 1704 228192,53.6596592,-2.9629978
a1c915b2-092b-43ab-9106-a9ce26eab570,Pizza Hut,+44 20 7723 8883,51.5234861,-0.1748017
dbb7b2be-da47-4451-bfea-b73006f97c3a,Tasty Pizza House,"",51.5068806,-0.2676379
"62be0cd1-6726-4588-9112-93cb82009604",Clock Tower,"",53.2635298,-2.4999969
b18ca51d-bd6c-4a4d-83ef-f8a1c05c8a81,Cooplands,"",54.6200252,-1.5722558
fa44e5c1-b732-4f8d-9de7-66d02560170a,HFC,"",53.8090499,-1.7685722
c0d7bfbe-4029-4b1b-8d79-37d84440b2ed,Portello Lounge,"",52.9320227,-1.126627
a1534690-566d-4422-a8da-9e566ff9d859,Duru Kebab House,"",51.3731117,0.554039
"23d82dfd-9a32-419f-83f5-872795520a9e",Angus Burgers Limited,"",51.5620248,-0.2823242
"5127ec14-5b98-4ad1-89a8-baf2c5a54d7c",Mcdonalds Drive Thru,"",51.1549202,1.2890922
"411d75c5-4e07-4452-a6a5-f2de9494a764",Mooboo,"",52.6367608,-1.1318434
"795ae377-6bdd-4c95-976b-5b173bffcd50",Caffe Nero,"",53.4589903,-2.2271813
"16bca62e-5d96-4b47-aa46-e35f768b34eb",Costa,"",53.7418918,-2.4819709
b4489f64-7d54-4bdd-a415-5dc5811cc7c9,Pizza Hut,"",53.7990473,-3.0497483
f2bc0ef1-6b89-4aef-bfc4-1e049184658d,King George IV,"",54.3866667,-3.3125
"308a2340-c730-4ca2-bfe0-7ac1d17a4194",The Imperial Tavern,"",52.1939926,-2.2196658
d48085eb-9231-4592-a097-1daa5cb34b7c,KFC,"",51.893683,-2.1289348
c5dd98ec-d3b7-4882-86d3-1dfd7e302f4b,Wagamama,"",51.2747447,0.5218227
"3d45ca18-2e26-4c66-b4b9-3c9435f5b056",Las Iguanas - NEC Birmingham,"",52.44841,-1.7169934
"9ed604fc-8d8c-4ec9-b468-b101e9a865f8",Costa Cafe Bar @ Hadley Learning Community,"",52.7016514,-2.4847569
"1e1fe142-c748-4b73-be0b-8f35a4a68122","Castle Pizza, Kebab, Burger House","",51.3202067,-2.2083987
"652ed393-2197-4656-939b-6ee579e597f5",Queens Head,"",52.690262,-1.27741
"87a55d6a-1159-44ed-a0e1-679716d1e29c",Subway Ltd,"",53.5454608,-0.0131465
"8e7227d2-53bd-4503-9ea1-8e5f3ab8b2c6",KFC,"",54.6554793,-2.7443703
d967ce9e-6252-4bd8-ab0b-72544154bb0f,The Hare and Hounds,"",51.1833884,-0.8232639
d9b17dd1-229f-4ba2-a65c-86a8d560264d,Subway,"",52.450944,-1.725345
bdb4f3f3-1900-4f25-83d5-474d4f082e3f,Wenzels the Bakers Ltd,"",51.5784555,-0.3991181
"55a00cdd-cbfc-4b26-8863-17c341584400",Chilango,"",51.5189323,-0.0772947
"8941c834-eaeb-4013-a25f-7d5ce0e69075",Caffe Pasta,"",50.2152556,-5.4784333
